"id","user","body","created_at"
"1290","physiczzzs","<3 <3 <3","2021-04-19 20:50:25"
"1291","karansridhar","LULW","2021-04-19 20:50:25"
"1292","gaaalon","sup chat, sup levy","2021-04-19 20:50:25"
"1293","rubs_312","lucky to you, dude","2021-04-19 20:50:25"
"1294","vanhel5in_g","<3","2021-04-19 20:50:25"
"1295","rock353535","HEEEEEEEEEEEEEEEEEEY","2021-04-19 20:50:26"
"1296","cfe4","Down bad <3","2021-04-19 20:50:26"
"1297","suspiciousbus","<3 <3 <3 <3 <3 <3 <3 <3 <3 <3  <3 <3 <3 <3 <3","2021-04-19 20:50:26"
"1298","flurt2gurthy","TRIAL BY COMBAT TRIAL BY COMBAT TRIAL BY COMBAT TRIAL BY COMBAT TRIAL BY COMBAT TRIAL BY COMBAT TRIAL BY COMBAT TRIAL BY COMBAT TRIAL BY COMBAT TRIAL BY COMBAT TRIAL BY COMBAT TRIAL BY COMBAT TRIAL BY COMBAT TRIAL BY COMBAT TRIAL BY COMBAT TRIAL BY COMBAT TRIAL BY COMBAT TRIAL BY COMBAT","2021-04-19 20:50:26"
"1299","oliverscomplexes","<3 <3 <3 <3","2021-04-19 20:50:26"
"1300","nasoupoiosif","noooooo","2021-04-19 20:50:27"
"1301","commando4221998","SPEECH TIME","2021-04-19 20:50:27"
"1302","bigdaddy619x_","<3","2021-04-19 20:50:27"
"1303","jakeita_14","<3 <3","2021-04-19 20:50:27"
"1304","vaibhav_singh_1","<3 <3 <3","2021-04-19 20:50:27"
"1305","jannickdc","No hug for racists","2021-04-19 20:50:27"
"1306","tabryy","<3 <3 <3 <3 <3 <3","2021-04-19 20:50:28"
"1307","de4d_c","<3 <3  <3","2021-04-19 20:50:29"
"1308","strikingduck_","So if i say a whole bunch of mean crap i get attention?","2021-04-19 20:50:29"
"1309","biggestbawz","New here, but love the channel","2021-04-19 20:50:29"
"1310","toastedgrease",":)","2021-04-19 20:50:29"
"1311","schmee","TRU KEKW","2021-04-19 20:50:29"
"1312","chessgeekrudra","I WON A TOURNEY COZ OF U THANKS BRO","2021-04-19 20:50:29"
"1313","user420691738","what’s the best move here?","2021-04-19 20:50:29"
"1314","stayhibernated","lmaoooooo","2021-04-19 20:50:29"
"1315","itsmestevec","nakamuraBing nakamuraBang nakamuraBoom","2021-04-19 20:50:29"
"1316","poehamilton","mad that you hated on overwatch lol","2021-04-19 20:50:29"
"1317","spooderpiggies","Fecal transplant sounds like a nightmare","2021-04-19 20:50:30"
"1318","aequonix","<3 <3 <3 <3 <3","2021-04-19 20:50:30"
"1319","rubs_312","<3 <3 <3 <3 <3 <3 <3 <3","2021-04-19 20:50:30"
"1320","itsmefeenix","mizkifHug mizkifHug mizkifHug","2021-04-19 20:50:30"
"1321","sc1r","OMEGALUL","2021-04-19 20:50:30"
"1322","suhleeh","KEKW","2021-04-19 20:50:30"
"1323","mattthemath21","He needs a hug! But I hug you more Levy lmao","2021-04-19 20:50:30"
"1324","eadamr","user /jioooh","2021-04-19 20:50:30"
"1325","cub3rz","<3<3<3<3<3<3<3<3<3<3<3<3","2021-04-19 20:50:31"
"1326","thefirstlayer","I hope you get through these dark times mate","2021-04-19 20:50:31"
"1327","jollyghoststaliin","<3 <3 <3 <3 <3","2021-04-19 20:50:31"
"1328","nick_m_07","ggubhyyhhhhhgggyyygggg&gghhhjhyhhhhhjjfhrhhfhfhfhfhfhfhfhrhrrhrhrhrhh4hrhfhffhfhfhfhhddhdhdhdhdhdhdhhdhrhhdhhdhdhdhhdhhdhhhdhdhdhrhhrhrufjjfnfnnfbfbfbbfbfbfhhdjkooppoooooooopopopopooooppoojdjdjdndnjdjdjdjfjfjfjcjfuckjdjdjnfngbnfnfndkdjnd","2021-04-19 20:50:32"
"1329","im2707","<3 <3 <3 <3 <3","2021-04-19 20:50:32"
"1330","cristian_arias04","<3 <3 <3 <3 <3 <3 <3","2021-04-19 20:50:32"
"1331","pedanticman","Best of luck with your conservatism that eating you up inside.","2021-04-19 20:50:32"
"1332","rebornxsaint","<3 <3 <3 <3","2021-04-19 20:50:32"
"1333","dockers88","KEKW","2021-04-19 20:50:33"
"1334","merzifowski","he is right","2021-04-19 20:50:33"
"1335","tim7000","he left","2021-04-19 20:50:33"
"1336","belchicola","OMEGALUL","2021-04-19 20:50:34"
"1337","moar_coffee","Sadge","2021-04-19 20:50:34"
"1338","vitobf_","oof","2021-04-19 20:50:34"
"1339","telsion","god doesn't have a gender? that's what he wants us to think XD","2021-04-19 20:50:34"
"1340","xhaxhwxt","lmao","2021-04-19 20:50:34"
"1341","thenuclearpostman","You can't fix stupid","2021-04-19 20:50:35"
"1342","rubs_312","<3 <3 <3","2021-04-19 20:50:35"
"1343","evilhaxor_","@GothamChess gotham the political activist","2021-04-19 20:50:35"
"1344","itanyy","<3 <3 <3 <3 <3 <3 <3 <3 <3 <3 <3","2021-04-19 20:50:35"
"1345","affe0201","we need a gothHug emote","2021-04-19 20:50:35"
"1346","elfofthestorm","imrosenThankyou imrosenThankyou imrosenThankyou imrosenThankyou imrosenThankyou imrosenThankyou imrosenThankyou","2021-04-19 20:50:37"
"1347","madison_bot","@jioooh left","2021-04-19 20:50:38"
"1348","delmonte97","trial by fire","2021-04-19 20:50:38"
"1349","potsto_","ssssssssh chat let him speak","2021-04-19 20:50:38"
"1350","richy7rich","they left","2021-04-19 20:50:38"
"1351","hunterlteer","jioooh C OMEGALUL SERVATIVES C OMEGALUL SERVATIVES","2021-04-19 20:50:38"
"1352","karansridhar","KEKW","2021-04-19 20:50:38"
"1353","salubriousknight","dems are more antisemitic than republicans","2021-04-19 20:50:39"
"1354","lermacto","OMEGALUL","2021-04-19 20:50:39"
"1355","8_pack_legendz","PogChamp","2021-04-19 20:50:39"
"1356","walgreens_drake","KKona WTF","2021-04-19 20:50:39"
"1357","tommath1013","Sorry Levy, but I think a beginner learns 10 times more watching you play blitz than to watch this game and wait like forever before they make a move","2021-04-19 20:50:39"
"1358","dan_inari","hes gone","2021-04-19 20:50:40"
"1359","redshark5784","nakamuraHeart","2021-04-19 20:50:40"
"1360","itsmefeenix","mizkifHug mizkifHug HUGGSSS","2021-04-19 20:50:40"
"1361","shambhuj","<3","2021-04-19 20:50:40"
"1362","scofield077","self awareness is respectable","2021-04-19 20:50:42"
"1363","clownsdontcry","@gothamchess When you ban him, he will cry to Ben Shapiro","2021-04-19 20:50:42"
"1364","lucot_09","he left","2021-04-19 20:50:42"
"1365","madison_bot","HE RAN","2021-04-19 20:50:42"
"1366","oscarricky02","SILENT YALL","2021-04-19 20:50:43"
"1367","haiasballs","it's hard to make a rock anything but a rock","2021-04-19 20:50:43"
"1368","18spooky81","<3 <3 <3 <3 <3 <3 <3 <3","2021-04-19 20:50:43"
"1369","adarsh0d","comeon jiooh, gift 100 subs","2021-04-19 20:50:44"
"1370","levin2o9","said N OMEGALUL and left","2021-04-19 20:50:44"
"1371","mythraxyt","wow nice","2021-04-19 20:50:45"
"1372","cub3rz","<3 <3 <3 <3 <3 <3 <3 <3 <3 <3 <3 <3","2021-04-19 20:50:45"
"1373","muditsharma2003","@gothamchess man ur so cool GlitchCat","2021-04-19 20:50:45"
"1374","frikensansguy","unique chat","2021-04-19 20:50:45"
"1375","tim7000","@GothamChess he left","2021-04-19 20:50:45"
"1376","mistermcmuffinman","@jioooh VirtualHug VirtualHug TwitchUnity GenderFluidPride bleedPurple GayPride PansexualPride GayPride BlackLivesMatter","2021-04-19 20:50:46"
"1377","mini_tsunami","gothLuv gothLuv gothLuv gothLuv","2021-04-19 20:50:46"
"1378","neal_sohame","@jiooh left","2021-04-19 20:50:46"
"1379","lucot_09","he JUST left","2021-04-19 20:50:46"
"1380","levelling_up_","@jioooh say something","2021-04-19 20:50:46"
"1381","canuck147","Levy, some of us want hugs but don't want to be toxic!","2021-04-19 20:50:46"
"1382","king_harlaus_of_swadia","*bangs gavel*","2021-04-19 20:50:46"
"1383","eeeeeenn","<3 <3 <3 <3 <3 <3 <3 <3 <3","2021-04-19 20:50:46"
"1384","mythraxyt","an hour","2021-04-19 20:50:47"
"1385","urban0ide","oh hes gone","2021-04-19 20:50:47"
"1386","a_rahman_","summoned LUL","2021-04-19 20:50:47"
"1387","itsmestevec","True","2021-04-19 20:50:47"
"1388","abse","catJAM","2021-04-19 20:50:48"
"1389","krondon","@jioooh let’s hear him out","2021-04-19 20:50:48"
"1390","eric_thuffelbutter","no one except him put anything in chat for a bit","2021-04-19 20:50:49"
"1391","trytosaymynamebackwards","HATE WATCHERS Pog","2021-04-19 20:50:49"
"1392","hobrfincl","chpyH chpyH chpyH chpyH chpyH darkwi22Minilove darkwi22Minilove darkwi22Rights darkwi22Rights zakdosLove zakdosLove zakdosLove PansexualPride PansexualPride PansexualPride PansexualPride","2021-04-19 20:50:49"
"1393","frikensansguy","what","2021-04-19 20:50:49"
"1394","the7thnoodle","@jiooh BE KIND. SPREAD LOVE NOT HATE","2021-04-19 20:50:49"
"1395","jhownzor","<3","2021-04-19 20:50:50"
"1396","theway921","Goth, glad that you're doing solo commentary","2021-04-19 20:50:50"
"1397","jacobakatiki","Not all conservatives are racist or white Levi","2021-04-19 20:50:50"
"1398","xsavage_plays","damm","2021-04-19 20:50:50"
"1399","cashmonnaie","he dipped quick things","2021-04-19 20:50:50"
"1400","tablesareveryhealthy","mate levy how many tables have you eaten","2021-04-19 20:50:50"
"1401","thatraisintho","<3","2021-04-19 20:50:50"
"1402","fotototwitch","hi","2021-04-19 20:50:50"
"1403","aliasbart0","Trial by Combat, have him play against Stockfish","2021-04-19 20:50:50"
"1404","k0n1ak","U embarrased him","2021-04-19 20:50:51"
"1405","sakkmat2021","dont hagh please","2021-04-19 20:50:51"
"1406","mythraxyt","HE LEFT","2021-04-19 20:50:52"
"1407","mortmorte","and now he left","2021-04-19 20:50:53"
"1408","jcoolguy14","I’m conservative but people who say trump 2024 r stupid he would be like 88","2021-04-19 20:50:53"
"1409","itsmefeenix","ludwigLove ludwigLove ludwigLove","2021-04-19 20:50:53"
"1410","mistermcmuffinman","PansexualPride PansexualPride PansexualPride GayPride GayPride GayPride GayPride GayPride GayPride bleedPurple GenderFluidPride","2021-04-19 20:50:54"
"1411","monx123","Odesza Kreygasm","2021-04-19 20:50:54"
"1412","trrex","Do you wish there was an option to make the chat that person only","2021-04-19 20:50:55"
"1413","physiczzzs","WE FIND YOU GUILTY","2021-04-19 20:50:55"
"1414","samontenegro","Left the chat","2021-04-19 20:50:55"
"1415","15judychops","Hey Levy, i always keep your vods on in the background for good luck when i sleep with girls.  Keep up the good work!","2021-04-19 20:50:55"
"1416","barnarnar1","A clock thats early or late is never right though","2021-04-19 20:50:56"
"1417","madison_bot","@jioooh","2021-04-19 20:50:56"
"1418","doublehelicz","HotPokket ⌨️ ""CONSERVATIVES OMEGALUL"" HotPokket ⌨️ ""CONSERVATIVES OMEGALUL"" HotPokket ⌨️ ""CONSERVATIVES OMEGALUL"" HotPokket ⌨️ ""CONSERVATIVES OMEGALUL"" HotPokket ⌨️ ""CONSERVATIVES OMEGALUL"" HotPokket ⌨️ ""CONSERVATIVES OMEGALUL""","2021-04-19 20:50:56"
"1419","ht018","he needs attention","2021-04-19 20:50:56"
"1420","jedbarlow06","he probaby has you muted KEKW","2021-04-19 20:50:57"
"1421","hideoushiker","Levy :)","2021-04-19 20:50:57"
"1422","washjose","@salubriousknight in the UK that's def true lol","2021-04-19 20:50:57"
"1423","rurybin","Братуха, старичёк, поставь Михаила Круга - Владимирский централ. Пусть заморские пацаны кайфанут","2021-04-19 20:50:57"
"1424","stormy_71","we are waiting","2021-04-19 20:50:57"
"1425","luxe_456","@jioooh","2021-04-19 20:50:57"
"1426","tuppitappi","BisexualPride BisexualPride BisexualPride BisexualPride BisexualPride BisexualPride","2021-04-19 20:50:59"
"1427","green_golem89","thanks for all the content you put out Levy!","2021-04-19 20:50:59"
"1428","bimbort","Thats a yikes","2021-04-19 20:50:59"
"1429","im2707","He left","2021-04-19 20:50:59"
"1430","numen__","dabbonem","2021-04-19 20:50:59"
"1431","elfofthestorm","<3 <3 <3 <3 <3","2021-04-19 20:51:00"
"1432","poehamilton","talk to me boss lol","2021-04-19 20:51:00"
"1433","king_harlaus_of_swadia","jiohh is out :(","2021-04-19 20:51:00"
"1434","proseqtie","!subs","2021-04-19 20:51:00"
"1435","arrefsie","he left chat","2021-04-19 20:51:00"
"1436","moobot","GothamChess currently has 9588 subscribers. But who will be next?","2021-04-19 20:51:00"
"1437","tim7000","he ran away @GothamChess","2021-04-19 20:51:01"
"1438","noahtatee","yo","2021-04-19 20:51:01"
"1439","batunian","He ran I think","2021-04-19 20:51:01"
"1440","vitobf_","@jacobakatiki yes but most are","2021-04-19 20:51:01"
"1441","xsavage_plays","boss","2021-04-19 20:51:01"
"1442","charles__blue","vip him","2021-04-19 20:51:01"
"1443","madison_bot","HE LEFT","2021-04-19 20:51:01"
"1444","brennoncausey","Last words","2021-04-19 20:51:02"
"1445","gersak","заебал игнорить","2021-04-19 20:51:02"
"1446","mrbraz1","he enjoyed the stream pog","2021-04-19 20:51:02"
"1447","moobot","There is no Sub battle currently planned.","2021-04-19 20:51:02"
"1448","levant1ne","he left lmao","2021-04-19 20:51:02"
"1449","neal_sohame","he left","2021-04-19 20:51:02"
"1450","pjjhere","he dipped","2021-04-19 20:51:02"
"1451","sowlaki","Not here","2021-04-19 20:51:02"
"1452","mac_g","@GothamChess they hatewatch you KEKW","2021-04-19 20:51:02"
"1453","thephoenix9700","levy did you get my donation and if yes can you check it out","2021-04-19 20:51:03"
"1454","physiczzzs","the court of gotham finds mr jioooh guilty","2021-04-19 20:51:03"
"1455","krloer_vm","Is this endgame easily winning?","2021-04-19 20:51:03"
"1456","rubs_312","we are waiting for you","2021-04-19 20:51:03"
"1457","frikensansguy","dababy","2021-04-19 20:51:03"
"1458","jcoolguy14","Yo speak boy","2021-04-19 20:51:04"
"1459","lucot_09","he's not watching the stream","2021-04-19 20:51:04"
"1460","mistermcmuffinman","GayPride GayPride GayPride GayPride bleedPurple bleedPurple bleedPurple BlackLivesMatter","2021-04-19 20:51:04"
"1461","axhul","https://hanime.tv/videos/hentai/kaifuku-jutsushi-no-yarinaoshi-1","2021-04-19 20:51:05"
"1462","moobot","Ask a moderator for permission before posting a link, @axhul (warning)","2021-04-19 20:51:05"
"1463","lucot_09","he left","2021-04-19 20:51:05"
"1464","osmakdegu9","HE LEFT","2021-04-19 20:51:05"
"1465","standby075","he G OMEGALUL NE","2021-04-19 20:51:05"
"1466","monx123","SourPls","2021-04-19 20:51:05"
"1467","aequonix","KEKW","2021-04-19 20:51:06"
"1468","shea_banks1","Damn","2021-04-19 20:51:06"
"1469","cantfindnamehelpme","HE LEFT LULW","2021-04-19 20:51:06"
"1470","bosnall","probably 12","2021-04-19 20:51:06"
"1471","madison_bot","NO AND LEFT LULW","2021-04-19 20:51:07"
"1472","tehmercenary","Who me? Kappa","2021-04-19 20:51:07"
"1473","conorraffo","ooof","2021-04-19 20:51:07"
"1474","commando4221998","C OMEGALUL NSERVATIVE","2021-04-19 20:51:07"
"1475","korvabuuusti","HE LEFT","2021-04-19 20:51:08"
"1476","luxe_456","Mans dipped","2021-04-19 20:51:08"
"1477","hishudeeks","please talk to me","2021-04-19 20:51:08"
"1478","givemeplant","Republicans KEKW","2021-04-19 20:51:08"
"1479","im2707","He's gone","2021-04-19 20:51:08"
"1480","itsmestevec","Boss","2021-04-19 20:51:08"
"1481","davidzido","OMEGALUL","2021-04-19 20:51:08"
"1482","king_harlaus_of_swadia","He left","2021-04-19 20:51:09"
"1483","shea_banks1","Wasting time","2021-04-19 20:51:09"
"1484","karansridhar","BAWSE","2021-04-19 20:51:09"
"1485","elangfb","dang he left","2021-04-19 20:51:09"
"1486","jaehaerys__","xar2EDM xar2EDM xar2EDM xar2EDM","2021-04-19 20:51:09"
"1487","nickloehr","he left :(","2021-04-19 20:51:09"
"1488","tim7000","he dipped","2021-04-19 20:51:10"
"1489","petcheetah2109","where'd he go T-T","2021-04-19 20:51:11"
"1490","pedro_goncalv","LULW","2021-04-19 20:51:11"
"1491","asterix0000011111","test","2021-04-19 20:51:11"
"1492","hhypatia_","did they actually leave lol","2021-04-19 20:51:11"
"1493","sakerino","FORZA MUSIC POGGERS","2021-04-19 20:51:12"
"1494","a_izen","He said N OMEGALUL AND LEFT","2021-04-19 20:51:12"
"1495","da_tidecaller","He's shy","2021-04-19 20:51:12"
"1496","itssumi1","@jiooh speak up we can't hear you","2021-04-19 20:51:12"
"1497","alephbeyet","do you think you have a punchable face?","2021-04-19 20:51:12"
"1498","frikensansguy","HE LEFT","2021-04-19 20:51:12"
"1499","mattamoroso","annach1Heart annach1Heart annach1Heart annach1Heart annach1Heart annach1Heart annach1Heart","2021-04-19 20:51:13"
"1500","gugabxd","based","2021-04-19 20:51:13"
"1501","baileyunlimited","HE LEFT OMEGALUL PUSSY","2021-04-19 20:51:14"
"1502","emilista","Hour to just write hate comments and get banned @GothamChess","2021-04-19 20:51:14"
"1503","xrispie","Said something that caught my eye, then the history...","2021-04-19 20:51:14"
"1504","walgreens_drake","C OMEGALUL NSERVATIVES","2021-04-19 20:51:14"
"1505","wav_cs","he outsies","2021-04-19 20:51:14"
"1506","the7thnoodle","OOF","2021-04-19 20:51:14"
"1507","frikensansguy","NOOOOOOOOOOOOOOOOOOOOOOOOOOOOO","2021-04-19 20:51:15"
"1508","jcoolguy14","He scared now","2021-04-19 20:51:15"
"1509","mythraxyt","he left D:","2021-04-19 20:51:15"
"1510","pedro_goncalv","try it KEKW","2021-04-19 20:51:16"
"1511","sonofapancak","Yeeeeeeet","2021-04-19 20:51:16"
"1512","asterix0000011111","te","2021-04-19 20:51:16"
"1513","nito_agz21","EY  how are you man????","2021-04-19 20:51:16"
"1514","mote_music","9","2021-04-19 20:51:16"
"1515","sandro4273","no i dont think you can","2021-04-19 20:51:16"
"1516","mike__oxlongg","HE LEFT LOOOOL","2021-04-19 20:51:17"
"1517","nadeblader","@jioooh","2021-04-19 20:51:17"
"1518","rafa_king01","can MVL draw this game?","2021-04-19 20:51:17"
"1519","brandogeoffrey","it was in this position that he resigned the chat","2021-04-19 20:51:17"
"1520","itstequila101","cbrahFeels","2021-04-19 20:51:18"
"1521","mattyadada14","Yeah why do you hate on conservatives? were not all racist or white?","2021-04-19 20:51:18"
"1522","eric_thuffelbutter","can you make the chat me only?","2021-04-19 20:51:18"
"1523","fr0stb1t32","I've just been listening to the Gotham Rap","2021-04-19 20:51:18"
"1524","oscarricky02","give him full 60 sec lmao","2021-04-19 20:51:18"
"1525","krondon","He’s outta here","2021-04-19 20:51:19"
"1526","vliegendschaken","hi","2021-04-19 20:51:19"
"1527","moar_coffee","catJAM","2021-04-19 20:51:19"
"1528","xugazu","boss","2021-04-19 20:51:19"
"1529","bigsloppyttv","pull up his chat history","2021-04-19 20:51:19"
"1530","literallyjustfortimepass","LUL LUL LUL","2021-04-19 20:51:20"
"1531","c_yo","PepoThink HE GONE","2021-04-19 20:51:20"
"1532","asterix0000011111","testing","2021-04-19 20:51:20"
"1533","savealot2","and people thought chess was levys content","2021-04-19 20:51:20"
"1534","thomasjay3","i","2021-04-19 20:51:21"
"1535","cornerhorn","everyone can take a break though","2021-04-19 20:51:21"
"1536","gazelious","give him mod and make emote mode @GothamChess","2021-04-19 20:51:22"
"1537","elfofthestorm","<3 <3 <3 <3","2021-04-19 20:51:22"
"1538","evilhaxor_","@GothamChess ""court of gotham"" where you can enjoy a little power","2021-04-19 20:51:23"
"1539","tleitao_pt","you are putting him in the spot... he's gonna turtle now","2021-04-19 20:51:23"
"1540","mini_tsunami","LUL","2021-04-19 20:51:23"
"1541","mythil_96","levy you're a good person","2021-04-19 20:51:23"
"1542","fr0stb1t32","Amazing","2021-04-19 20:51:24"
"1543","adamalabadi","He left","2021-04-19 20:51:24"
"1544","therealryuuko","@GothamChess levy did fabiano flag?","2021-04-19 20:51:25"
"1545","hishudeeks","Please talk to me gotham chess man","2021-04-19 20:51:25"
"1546","jamerthen","levy. I am","2021-04-19 20:51:26"
"1547","swarrior03","@GothamChess WHY ISNT FABI PLAYING?","2021-04-19 20:51:26"
"1548","nachotaco28","Hey BOSS","2021-04-19 20:51:26"
"1549","philipp131313","Got scared","2021-04-19 20:51:27"
"1550","thenuclearpostman","Don't give that person this much attention","2021-04-19 20:51:27"
"1551","asterix0000011111","test","2021-04-19 20:51:27"
"1552","a_rahman_","@GothamChess We are 8K now EZ","2021-04-19 20:51:29"
"1553","cfe4","OMEGALUL","2021-04-19 20:51:29"
"1554","canuck147","I feel like the mods in this channel have to work hard.  Good job mods","2021-04-19 20:51:29"
"1555","xugazu","did caruana win?","2021-04-19 20:51:29"
"1556","poehamilton","i smell another youtube video series coming...","2021-04-19 20:51:30"
"1557","frikensansguy",":cry:","2021-04-19 20:51:31"
"1558","standby075","Con Pepega ervative","2021-04-19 20:51:31"
"1559","deezaathdev","forza music catJAM","2021-04-19 20:51:32"
"1560","team_quack","@jioooh come on buddy you got it","2021-04-19 20:51:32"
"1561","c_yo","BAUSSS","2021-04-19 20:51:32"
"1562","otooletime","cbrah420Pepe","2021-04-19 20:51:32"
"1563","r0aringgg","left KEKW","2021-04-19 20:51:32"
"1564","edhoppers","Thanks for the consistently good content Levy, been a life saver for me this past 12 months","2021-04-19 20:51:33"
"1565","hoorvat","it's content LULW","2021-04-19 20:51:34"
"1566","tehmercenary","It's content","2021-04-19 20:51:34"
"1567","miles6000","good guy levy :)","2021-04-19 20:51:34"
"1568","sammyvicious","a broken clock between 2:00 and 3:00 is right less than 2x/day because of daylight savings","2021-04-19 20:51:35"
"1569","bananabreaddo","It is funny :)","2021-04-19 20:51:36"
"1570","xdggkuss","rook c4!","2021-04-19 20:51:36"
"1571","bee_yourself","NORMANS","2021-04-19 20:51:36"
"1572","frikensansguy",":sob:","2021-04-19 20:51:36"
"1573","buddy_swift","normal :)","2021-04-19 20:51:36"
"1574","rishipal_singh","he left NotLikeThis","2021-04-19 20:51:36"
"1575","bacardiicolaa","the religious part made him resentful","2021-04-19 20:51:36"
"1576","purrito2039","catJAM","2021-04-19 20:51:36"
"1577","salubriousknight","it is indeed funny","2021-04-19 20:51:36"
"1578","sowlaki","me :)","2021-04-19 20:51:37"
"1579","vasilymorozov","LuL","2021-04-19 20:51:37"
"1580","givemeplant","@jioooh what’s up dude","2021-04-19 20:51:38"
"1581","joelclementine","BisexualPride NonBinaryPride BisexualPride NonBinaryPride BisexualPride NonBinaryPride BisexualPride NonBinaryPride BisexualPride NonBinaryPride BisexualPride NonBinaryPride BisexualPride NonBinaryPride","2021-04-19 20:51:38"
"1582","kara_kann","catJAM","2021-04-19 20:51:38"
"1583","hunterlteer","123 C OMEGALUL SERVATIVES C OMEGALUL SERVATIVES C OMEGALUL SERVATIVES C OMEGALUL SERVATIVES C OMEGALUL SERVATIVES","2021-04-19 20:51:38"
"1584","111111sagas111111","tell us what he says","2021-04-19 20:51:39"
"1585","yankd","New camera?","2021-04-19 20:51:39"
"1586","the7thnoodle","HEY IM NOT NORMAL, IM SPECIAL","2021-04-19 20:51:40"
"1587","tehmercenary","For the twitch","2021-04-19 20:51:40"
"1588","miles6000","NORMIES","2021-04-19 20:51:40"
"1589","officialwolframalpha","normal :)","2021-04-19 20:51:40"
"1590","xvnatunes","caruana and mvl drew afaik","2021-04-19 20:51:40"
"1591","warpedhorizons","!discord","2021-04-19 20:51:40"
"1592","moobot","Join Levy's discord - GothamCity - https://discord.gg/b9dNfUej9F - Lots of channels for everyone, more channels if you're a subscriber","2021-04-19 20:51:41"
"1593","ho_ho_ho_greengiant","Are you doing guess the ELO today","2021-04-19 20:51:41"
"1594","utopiapurged","""Normal""","2021-04-19 20:51:41"
"1595","green_golem89","@GothamChess thanks for the constant youtube and twitch content dude!","2021-04-19 20:51:42"
"1596","vpk314","<3","2021-04-19 20:51:42"
"1597","aidanhr","me :)","2021-04-19 20:51:42"
"1598","stanthedon","levy you should do a bagel teir list","2021-04-19 20:51:43"
"1599","a_izen","FeelsOkayMan","2021-04-19 20:51:43"
"1600","crazy_russian_boy","<3","2021-04-19 20:51:43"
"1601","karansridhar","N OMEGALUL RMAL","2021-04-19 20:51:44"
"1602","mateusz2700","<3","2021-04-19 20:51:44"
"1603","salds331","gotham where did the ""chess"" in your name come from?","2021-04-19 20:51:44"
"1604","nick_m_07","I lk ur ct g","2021-04-19 20:51:44"
"1605","thomasjay3","im not good at chess can someone explain this position !","2021-04-19 20:51:44"
"1606","zefil_","lurkers stand up","2021-04-19 20:51:44"
"1607","darthfire10","NORMAL GANG","2021-04-19 20:51:44"
"1608","physiczzzs","""normal""","2021-04-19 20:51:45"
"1609","amigo_smucha","ily","2021-04-19 20:51:45"
"1610","vpk314","<3 <3","2021-04-19 20:51:45"
"1611","itsmefeenix","me :)","2021-04-19 20:51:45"
"1612","toredus","True","2021-04-19 20:51:46"
"1613","hobrfincl","Wait only 9%??","2021-04-19 20:51:46"
"1614","wikiwikiwikiwiki","IM NORMAL Pog","2021-04-19 20:51:46"
"1615","akiofcourse","YEP","2021-04-19 20:51:46"
"1616","legitbud3r","danceFrog","2021-04-19 20:51:46"
"1617","vpk314","<3","2021-04-19 20:51:47"
"1618","pedanticman","Their anger eats them from the inside.","2021-04-19 20:51:47"
"1619","forneutral","human zoo","2021-04-19 20:51:47"
"1620","washjose","fuck you I'm abnormal","2021-04-19 20:51:47"
"1621","abyssile","I am the 99%","2021-04-19 20:51:47"
"1622","dylanr251","xtraMe","2021-04-19 20:51:47"
"1623","muscaria21","@gothamchess who is the big fish and who is the small fish now huh? Hikaru streaming with 2k less viewers than Levy WOW END OF AN ERA","2021-04-19 20:51:47"
"1624","amaster18","Memes and Dreams","2021-04-19 20:51:47"
"1625","ciaranvisuals","catJAM","2021-04-19 20:51:47"
"1626","knife_to_meet_ya","hey thata me","2021-04-19 20:51:48"
"1627","junior_john","im also here for the catJAM","2021-04-19 20:51:48"
"1628","vitobf_","@mattyadada14 not all are but so many are","2021-04-19 20:51:48"
"1629","chemik_98","YEP","2021-04-19 20:51:49"
"1630","awesomepatrol","YEP background noise","2021-04-19 20:51:49"
"1631","rowrowrowrobert","554 "" C OMEGALUL NSERVATIVE ""","2021-04-19 20:51:49"
"1632","macalaz","Dreams cant be buy","2021-04-19 20:51:49"
"1633","vpk314","<3 <3","2021-04-19 20:51:49"
"1634","not_jack_howard","Yay☺️????","2021-04-19 20:51:49"
"1635","themeeteor","<3 <3 <3","2021-04-19 20:51:50"
"1636","lermacto","YEP NORMAL GANG","2021-04-19 20:51:50"
"1637","pezcod280","ME","2021-04-19 20:51:50"
"1638","drunklunatic","DONT FORGET THE GOOD LOOKS AS WELL","2021-04-19 20:51:50"
"1639","vpk314","<3","2021-04-19 20:51:50"
"1640","miles6000","NORMIES NORMIES","2021-04-19 20:51:51"
"1641","thephoenix9700","bro whaht happened to the game","2021-04-19 20:51:51"
"1642","iamalittleboat",":)","2021-04-19 20:51:51"
"1643","mikaelakn","Me :)","2021-04-19 20:51:51"
"1644","polinominom","Thanks","2021-04-19 20:51:52"
"1645","phriday1337","Lurkin’","2021-04-19 20:51:52"
"1646","jamerthen","levy . I need someone relationship advice","2021-04-19 20:51:52"
"1647","jcoolguy14","Let’s go 99%","2021-04-19 20:51:52"
"1648","jakeita_14","no way he's left. he support trump","2021-04-19 20:51:53"
"1649","louched2",":)","2021-04-19 20:51:53"
"1650","ancientskeleton","LUL","2021-04-19 20:51:54"
"1651","dariusgotswag","Hey, Levy are you a hippo or rhino or Pig or Dinosaur","2021-04-19 20:51:54"
"1652","rivenir","hatewatching","2021-04-19 20:51:54"
"1653","18spooky81","Yep","2021-04-19 20:51:54"
