"id","user","body","created_at"
"1","dd_1203","HEYYYYYYYYY","2021-04-20 22:30:36"
"2","ripwad","Two streams today?","2021-04-20 22:30:36"
"3","cookiegirl89089","heyo","2021-04-20 22:30:36"
"4","dariawasfound","we back","2021-04-20 22:30:36"
"5","fairfitz_","Hi","2021-04-20 22:30:36"
"6","limecentral","ayy welcome back","2021-04-20 22:30:36"
"7","alyyyy2000","tiny pink man is back","2021-04-20 22:30:36"
"8","dinocvlt","oh hes back","2021-04-20 22:30:36"
"9","blaisebelmont","5up you fell","2021-04-20 22:30:36"
"10","heyitsysha","WutFace","2021-04-20 22:30:36"
"11","sheloooo_","HIIII","2021-04-20 22:30:36"
"12","simonaveresova","NATURE","2021-04-20 22:30:36"
"13","honeyshoyo","WB !","2021-04-20 22:30:36"
"14","s31fm4d3","Professional streamer 5upEZ","2021-04-20 22:30:36"
"15","neonfreede","5upSip","2021-04-20 22:30:36"
"16","azzanav","wooow what a coincidence","2021-04-20 22:30:36"
"17","maddi66","we back :)","2021-04-20 22:30:36"
"18","adrianmc","wait what happened","2021-04-20 22:30:38"
"19","astraltqles","Yeyeyey","2021-04-20 22:30:38"
"20","cloudysmiley","scuffed KEKW","2021-04-20 22:30:38"
"21","ichoran","Kappa U new around here?","2021-04-20 22:30:38"
"22","snowballs4u","HI","2021-04-20 22:30:38"
"23","emilyseashell","HEYYYY","2021-04-20 22:30:38"
"24","meliimaria","hi tiny pink man","2021-04-20 22:30:38"
"25","lischiki","hey","2021-04-20 22:30:38"
"26","mimidances18","BAHHAHHAHHAHA","2021-04-20 22:30:38"
"27","deimantee19","hi again???","2021-04-20 22:30:38"
"28","hunnyglass","ayooo","2021-04-20 22:30:38"
"29","eonadlai","hi hi","2021-04-20 22:30:38"
"30","toridreamer","how to spell welcome wait","2021-04-20 22:30:38"
"31","primecall","we back!!","2021-04-20 22:30:38"
"32","silentreadergil","hello and welcome back!????","2021-04-20 22:30:38"
"33","oh__nemo","HI AGAIN","2021-04-20 22:30:38"
"34","sofiaensor","MISSED YOU","2021-04-20 22:30:38"
"35","sophietroberts","welcome back!!","2021-04-20 22:30:39"
"36","juiia_404","LMAOOOOOO","2021-04-20 22:30:39"
"37","cooolwoahman","WHAT HAPPENED","2021-04-20 22:30:39"
"38","deenamaisara99","LOL","2021-04-20 22:30:39"
"39","ruhijshah","WHERE DID 4K PEOPLE GO","2021-04-20 22:30:39"
"40","lovinter","What happend?","2021-04-20 22:30:39"
"41","mali0108","PFF","2021-04-20 22:30:39"
"42","teekayesseye","can anyone hear anything","2021-04-20 22:30:39"
"43","ruthjee","nice seeing you here","2021-04-20 22:30:39"
"44","ramuisme","stream was short like u","2021-04-20 22:30:39"
"45","tracksuitrob","come here often?","2021-04-20 22:30:39"
"46","p_1zza","HAHAHAHAHAAHHA","2021-04-20 22:30:39"
"47","abass927","Welcome Back!","2021-04-20 22:30:39"
"48","ofcinfinite","he fell","2021-04-20 22:30:39"
"49","viyckyie","oh?","2021-04-20 22:30:39"
"50","zzlives","abandoned dogs no more","2021-04-20 22:30:39"
"51","hannah_m255","Hello?....","2021-04-20 22:30:39"
"52","blueregret","LMAOOOO","2021-04-20 22:30:39"
"53","angelcz0_","crunchy audio","2021-04-20 22:30:39"
"54","fangsy_fangs","WELCOME BACK","2021-04-20 22:30:39"
"55","amimimi00","we back","2021-04-20 22:30:41"
"56","jo_tene19","Welcome back","2021-04-20 22:30:41"
"57","stray_shin","LMAO","2021-04-20 22:30:41"
"58","jamilaandrews","welcome back","2021-04-20 22:30:41"
"59","eightypenguin","HELOOO","2021-04-20 22:30:41"
"60","shxtoogi","HIIII","2021-04-20 22:30:41"
"61","katieb1622","WE MISSED YOU","2021-04-20 22:30:41"
"62","swirlberry","peepoHey","2021-04-20 22:30:41"
"63","rhmern","short short","2021-04-20 22:30:41"
"64","squidward_999","hi again bb","2021-04-20 22:30:41"
"65","bododadodo","ahahahah","2021-04-20 22:30:41"
"66","mali0108","LMAO","2021-04-20 22:30:41"
"67","filolijade","heeeeyyyy","2021-04-20 22:30:41"
"68","alialolz","ayyy hes back","2021-04-20 22:30:41"
"69","taylorlee3","He’s back ????","2021-04-20 22:30:42"
"70","dtwitchdavid","Yaaaaay ur back","2021-04-20 22:30:42"
"71","tinfoilhat__","heyy","2021-04-20 22:30:42"
"72","waxwell47","5upMuted","2021-04-20 22:30:42"
"73","katboltt","WB","2021-04-20 22:30:42"
"74","itsarba","HI BFF","2021-04-20 22:30:42"
"75","svolante_","S H O R T I E","2021-04-20 22:30:42"
"76","cleo_0211","HEYYY","2021-04-20 22:30:42"
"77","lllluuiza","HIII","2021-04-20 22:30:42"
"78","satekummerhays","kkatamHeart kkatamHeart kkatamHeart kkatamHeart","2021-04-20 22:30:42"
"79","reishez","Hi haven’t seen you in a while","2021-04-20 22:30:43"
"80","hayase64","NOT SCUFED NOT SCUFFED","2021-04-20 22:30:43"
"81","auris123_","Hii pro streamer","2021-04-20 22:30:43"
"82","chelbie27","o hello","2021-04-20 22:30:43"
"83","lond3n","5ups back","2021-04-20 22:30:43"
"84","guppiebilog","EYYYYYYO","2021-04-20 22:30:43"
"85","xtmoney29","YES SIR","2021-04-20 22:30:43"
"86","hawkiron3","hiii","2021-04-20 22:30:43"
"87","sillyicon","lmaooo","2021-04-20 22:30:43"
"88","daggy2662","LOL","2021-04-20 22:30:43"
"89","gil_en","cool","2021-04-20 22:30:43"
"90","hauntingaria715","lmaooooooooooo","2021-04-20 22:30:43"
"91","moon_light220","Been to long","2021-04-20 22:30:43"
"92","kyrasue_","FANCY SEEING YOU HERE","2021-04-20 22:30:44"
"93","dandilore","LOOOOL","2021-04-20 22:30:44"
"94","arianeuy","TINY STREAM TINY MAN","2021-04-20 22:30:44"
"95","azuryla_","it's been so long 5foot!","2021-04-20 22:30:44"
"96","drillaaa_","Heyyy","2021-04-20 22:30:44"
"97","krys_gutierrez","Heyyy","2021-04-20 22:30:44"
"98","dracopalypse","he fell... 5down","2021-04-20 22:30:44"
"99","evu03","WEE BAAACK","2021-04-20 22:30:44"
"100","solana_4","Hi again.","2021-04-20 22:30:44"
"101","silbeelive","OMGGGGGG","2021-04-20 22:30:44"
"102","brriii33","lil bit dank but hiiiiii","2021-04-20 22:30:44"
"103","kristaldiamonds","heyyyy","2021-04-20 22:30:44"
"104","volratho","WB 5up!","2021-04-20 22:30:44"
"105","julz_2004","HAHA","2021-04-20 22:30:44"
"106","scphieee","LULW","2021-04-20 22:30:44"
"107","jetfrosted","5upPrime 5upPrime 5upPrime 5upPrime 5upPrime","2021-04-20 22:30:44"
"108","astraltqles","Hiiii 5upL 5upL","2021-04-20 22:30:45"
"109","shay_kills","YAYYY","2021-04-20 22:30:45"
"110","whtca","friend the stream ended lol","2021-04-20 22:30:45"
"111","lizardemperor","And we live again","2021-04-20 22:30:45"
"112","reallysirius","hiii","2021-04-20 22:30:45"
"113","snapmapsupremacy","JBDHGHH","2021-04-20 22:30:45"
"114","yunb0n","long time no see","2021-04-20 22:30:45"
"115","lunabeeans","Heeii","2021-04-20 22:30:45"
"116","beanlord__","yooo wow","2021-04-20 22:30:45"
"117","veraxmaya","fancyyy","2021-04-20 22:30:45"
"118","tylerisabean","5upL 5upL 5upL 5upL","2021-04-20 22:30:45"
"119","libbynikolo","5upL 5upL 5upL","2021-04-20 22:30:45"
"120","phae_13","welcome back i guess","2021-04-20 22:30:45"
"121","snowballs4u","what","2021-04-20 22:30:46"
"122","adryghost","HIII","2021-04-20 22:30:46"
"123","mvaleria_29","heyy","2021-04-20 22:30:46"
"124","ruthjee","what a coincidince","2021-04-20 22:30:46"
"125","snowzyybearaa","SCUFFED","2021-04-20 22:30:46"
"126","dinocvlt","do you come here often?","2021-04-20 22:30:46"
"127","xxnyctophiliac","LONG TIME NO SEE","2021-04-20 22:30:46"
"128","milaaa79","HELP","2021-04-20 22:30:46"
"129","saroshrazvi","That was a long stream","2021-04-20 22:30:46"
"130","jiacheecai123","What happened","2021-04-20 22:30:47"
"131","mali0108","o.O","2021-04-20 22:30:47"
"132","escstatic_chiii","HEYYY 5upPog","2021-04-20 22:30:47"
"133","jade_t01","oh it's back","2021-04-20 22:30:47"
"134","viklar73","We back!","2021-04-20 22:30:47"
"135","caffeineul","HIS LAPTOP DIED","2021-04-20 22:30:47"
"136","httpsbex","lmfao","2021-04-20 22:30:48"
"137","asterdraws","lol","2021-04-20 22:30:48"
"138","yyakos","it fell asleep??? HAHAHAHA","2021-04-20 22:30:48"
"139","milaaa79","LMFAO","2021-04-20 22:30:48"
"140","its_anari","WELCOME BACK ranbooLove ranbooLove","2021-04-20 22:30:48"
"141","guccipenguin23","small 5up?","2021-04-20 22:30:48"
"142","royalpurpleclouds","5upL 5upL 5upL","2021-04-20 22:30:48"
"143","wu_yunshan","KEKW","2021-04-20 22:30:48"
"144","ftbutter","tehe tehe","2021-04-20 22:30:48"
"145","bendipoli","LUL","2021-04-20 22:30:49"
"146","iamnotannawastakennn","LMAOOO","2021-04-20 22:30:49"
"147","aakanksha69","HI","2021-04-20 22:30:49"
"148","milaikes","hello","2021-04-20 22:30:49"
"149","mar_jb","@tracksuitrob yes","2021-04-20 22:30:49"
"150","tkcarter_","So what is he doing today?","2021-04-20 22:30:49"
"151","dorito_draws","Hi?","2021-04-20 22:30:49"
"152","justinnetime","LMAOOO","2021-04-20 22:30:49"
"153","https_tete","YOU ARE 4'8 ADMIT IT YOU ARE 4'8 ADMIT IT YOU ARE 4'8 ADMIT IT YOU ARE 4'8 ADMIT IT YOU ARE 4'8 ADMIT IT YOU ARE 4'8 ADMIT IT YOU ARE 4'8 ADMIT IT YOU ARE 4'8 ADMIT IT YOU ARE 4'8 ADMIT IT YOU ARE 4'8 ADMIT IT YOU ARE 4'8 ADMIT IT YOU ARE 4'8 ADMIT IT YOU ARE 4'8 ADMIT IT YOU ARE 4'8 ADMIT IT YOU ARE 4'8 ADMIT IT YOU ARE 4'8 ADMIT IT YOU ARE 4'8 ADMIT IT","2021-04-20 22:30:49"
"154","caffeineul","SADGE","2021-04-20 22:30:49"
"155","soulololol","LOL","2021-04-20 22:30:49"
"156","lunabeeans","Wb wb","2021-04-20 22:30:49"
"157","fenja_06","Hello long time no seen","2021-04-20 22:30:49"
"158","urmomkatherine","HA HA","2021-04-20 22:30:49"
"159","always_reading","LOL","2021-04-20 22:30:49"
"160","dragonduckie_","lol","2021-04-20 22:30:49"
"161","dreamingpen","weLCOME BACk","2021-04-20 22:30:49"
"162","milaaa79","BAD","2021-04-20 22:30:49"
"163","aiolanii","WAHOO!! we r bacl :DD","2021-04-20 22:30:50"
"164","morph_to_the_sea","we're back","2021-04-20 22:30:50"
"165","imhereforsykkunotbh","Ayyyy","2021-04-20 22:30:50"
"166","ahmedz15","heyy","2021-04-20 22:30:50"
"167","newbaroque","doing well!!!","2021-04-20 22:30:50"
"168","mimidances18","hiiiiiiiiiiii","2021-04-20 22:30:50"
"169","janieshh","HIII GOOD","2021-04-20 22:30:50"
"170","juiia_404","WE LOST HALF THE VIEWERS LMAOOOOOOOO","2021-04-20 22:30:50"
"171","jesmac","hiiii again","2021-04-20 22:30:50"
"172","lilianplayz12","Welcome bacl","2021-04-20 22:30:50"
"173","sevlyon","cancelled?","2021-04-20 22:30:50"
"174","enochiansmiting","I MISSED YOY AND I HATE NYSELF FOR IT LOL","2021-04-20 22:30:50"
"175","lii_skye","lmaooo","2021-04-20 22:30:50"
"176","gwacemere","come here often ;)","2021-04-20 22:30:52"
"177","starryfel","how are u 5upppp","2021-04-20 22:30:52"
"178","vhyngry_gwai","welcome back hmm","2021-04-20 22:30:52"
"179","sophietroberts","gooood","2021-04-20 22:30:52"
"180","mssroyal","hey bestie","2021-04-20 22:30:52"
"181","aguussc","Hi backk","2021-04-20 22:30:52"
"182","johannaescobar","Hii adambombGasm","2021-04-20 22:30:52"
"183","scphieee","good good :)","2021-04-20 22:30:52"
"184","crystalheart5","Good!!","2021-04-20 22:30:52"
"185","ruthjee","scuffed stream","2021-04-20 22:30:52"
"186","ziyajia","5upL 5upL 5upL 5upL 5upL 5upL 5upL 5upL 5upL 5upL 5upL 5upL 5upL","2021-04-20 22:30:52"
"187","starlin1xe","def not scuffed","2021-04-20 22:30:52"
"188","angelcz0_","crunchy audio HAHAHAHAHA","2021-04-20 22:30:52"
"189","bre_add","hihi !","2021-04-20 22:30:52"
"190","hummingbyrdie","hi 5up!!!!!","2021-04-20 22:30:52"
"191","mai_leo","Hiiiiii","2021-04-20 22:30:52"
"192","vilte_68","YOU BACKK","2021-04-20 22:30:52"
"193","shyvioletlife","incredible","2021-04-20 22:30:52"
"194","valeazeth","thats what you get for calling us short","2021-04-20 22:30:52"
"195","beapascacio","HELLO AGAIN LOL","2021-04-20 22:30:52"
"196","alialolz","HEY BESTIE","2021-04-20 22:30:53"
"197","toadevvy","pink man is back too","2021-04-20 22:30:53"
"198","adriana__x","GOOD YEP","2021-04-20 22:30:53"
"199","keylinje","hiii","2021-04-20 22:30:53"
"200","hoodie_gang","mans be streaming from the samsung s7","2021-04-20 22:30:53"
"201","trimatician","AMAZING AND YOU?","2021-04-20 22:30:53"
"202","grazy520","5upL 5upL 5upL 5upL 5upL 5upL 5upL 5upL 5upL 5upL 5upL 5upL","2021-04-20 22:30:53"
"203","masastrus","hello hello","2021-04-20 22:30:53"
"204","scphieee","!subs","2021-04-20 22:30:53"
"205","mimidances18","gooooood hru","2021-04-20 22:30:53"
"206","lllluuiza","welcome back","2021-04-20 22:30:53"
"207","maritholly","FUCKING TIRED","2021-04-20 22:30:53"
"208","enyloxxx","hiiiiii and damn","2021-04-20 22:30:54"
"209","fossabot","@scphieee, 5uppp currently has Fossabot requires extra authorization to be able to obtain subscription data, the channel owner should authorize at https://fossabot.com subscribers","2021-04-20 22:30:54"
"210","milaaa79","BA D","2021-04-20 22:30:54"
"211","sparrowcrit","been way too long","2021-04-20 22:30:54"
"212","rhmern","hi hi","2021-04-20 22:30:54"
"213","wh4teveranna","good how are you?","2021-04-20 22:30:54"
"214","ghaia_16","WE GOOD IG","2021-04-20 22:30:54"
"215","dohtseraph","wbb","2021-04-20 22:30:54"
"216","sophietroberts","how r u!!","2021-04-20 22:30:54"
"217","akkhr","WOW JUST STARTED WOW TOTALLY NOT SCUFFED","2021-04-20 22:30:54"
"218","xximhell","5upLUL","2021-04-20 22:30:54"
"219","jade_t01","YAY!","2021-04-20 22:30:54"
"220","max_i_milien","Is coming back","2021-04-20 22:30:54"
"221","sincerelys0rry","5upL 5upL 5upL","2021-04-20 22:30:55"
"222","amimimi00","BETA ENERGY???","2021-04-20 22:30:55"
"223","janieshh","we missed you so much","2021-04-20 22:30:55"
"224","sadiemap08","how are you","2021-04-20 22:30:55"
"225","dariawasfound","welcome back","2021-04-20 22:30:55"
"226","ruthjee","bit tired","2021-04-20 22:30:55"
"227","vivvlee","not bad, how are you???","2021-04-20 22:30:55"
"228","jennkathi","good, how are you?","2021-04-20 22:30:55"
"229","darknessnight05","LOL","2021-04-20 22:30:55"
"230","mmmpumpkinpie","hello everyone!!!","2021-04-20 22:30:55"
"231","keerthihehe","LONG TIME SIR","2021-04-20 22:30:55"
"232","milaaa79","BAD","2021-04-20 22:30:55"
"233","silbeelive","SKFJHDG","2021-04-20 22:30:55"
"234","isabellaaaaaaaab","YOU'RE BACK","2021-04-20 22:30:55"
"235","spelia2","L","2021-04-20 22:30:55"
"236","fatherremmaa","im in class","2021-04-20 22:30:55"
"237","huuuhhhhhhhh","silent stream ????????????????????????","2021-04-20 22:30:56"
"238","suma_080","we back","2021-04-20 22:30:56"
"239","lem0nade_no_ice","HEYYYY","2021-04-20 22:30:56"
"240","hannahxsaturn","ELLO","2021-04-20 22:30:56"
"241","lauren_jc14","HI","2021-04-20 22:30:56"
"242","dd_1203","HIIIIIIIIIIIIII 5UP","2021-04-20 22:30:56"
"243","yuki_ne139","good","2021-04-20 22:30:56"
"244","moon_light220","Lol","2021-04-20 22:30:56"
"245","jamilaandrews","he really said short stream","2021-04-20 22:30:56"
"246","z_connoisseur","FeelsDabMan","2021-04-20 22:30:56"
"247","galaxy_person","Long time no speak/stream","2021-04-20 22:30:57"
"248","tiny_trex39","Lol","2021-04-20 22:30:57"
"249","georgiaggp","hahaha","2021-04-20 22:30:57"
"250","milaaa79","BA  D D DD","2021-04-20 22:30:57"
"251","sooiabin","HELLOOO","2021-04-20 22:30:57"
"252","justinnetime","DOIN GOOOD","2021-04-20 22:30:57"
"253","dtwitchdavid","It’s ok if u ain’t tall. You still get bitches ayyyyye","2021-04-20 22:30:58"
"254","xymah","im happier now youre here!!","2021-04-20 22:30:58"
"255","gemma378","welcome back peepoClap","2021-04-20 22:30:58"
"256","renahiro","we good xD","2021-04-20 22:30:58"
"257","autumnwindsstreams","oop pink man back!!","2021-04-20 22:30:58"
"258","tracksuitrob","@tracksuitrob @mar_jb liar","2021-04-20 22:30:58"
"259","sandygz7","5UP CHILL LMAO","2021-04-20 22:30:58"
"260","snowballs4u","weird","2021-04-20 22:30:58"
"261","toridreamer","LMAO","2021-04-20 22:30:58"
"262","rainy_mari","heyy","2021-04-20 22:30:58"
"263","lenvatine","wow hi again","2021-04-20 22:30:58"
"264","morimorrii","CANT BELIEVE YOU  FELL","2021-04-20 22:30:59"
"265","banaonut","ELLOO","2021-04-20 22:30:59"
"266","wu_yunshan","WE'RE GOOD HOW ARE YOU","2021-04-20 22:30:59"
"267","shimjayoon","LAPTOP BAD ddHuh LAPTOP BAD ddHuh","2021-04-20 22:30:59"
"268","acethesquash","the stream has JUST begun","2021-04-20 22:30:59"
"269","mimidances18","omggggggggg","2021-04-20 22:30:59"
"270","queen_rocki","5UP I LUV U","2021-04-20 22:30:59"
"271","chamomile_citrus","poggers","2021-04-20 22:30:59"
"272","piyu195","TINY PINK BOX MAN COME BACK PLEASE WE MISS U","2021-04-20 22:30:59"
"273","izzywrotethis","STEVE KICKED 5UP??????","2021-04-20 22:30:59"
"274","https_tete","lmfao","2021-04-20 22:30:59"
"275","gourmetwater","SMALL UP BACK???","2021-04-20 22:30:59"
"276","milaaa79","BAD","2021-04-20 22:30:59"
"277","sofiaensor","BEEN A LONG TIME","2021-04-20 22:30:59"
"278","ichoran","I love this please im dying of laughter","2021-04-20 22:30:59"
"279","orangetea_with_biscuits","Lmaooo","2021-04-20 22:30:59"
"280","astraltqles","Hahahahah 5upL 5upL","2021-04-20 22:31:00"
"281","ruthjee","how are you?","2021-04-20 22:31:00"
"282","dorito_draws","Uhhhh","2021-04-20 22:31:00"
"283","speedydeni","AWESOME NOW THAT YOU ARE HERE","2021-04-20 22:31:00"
"284","sssaltysushi","HA HA","2021-04-20 22:31:00"
"285","misslemonchaos","Omg scared me!","2021-04-20 22:31:00"
"286","christelleanne95","KEKW","2021-04-20 22:31:00"
"287","fangsy_fangs","HAHA","2021-04-20 22:31:00"
"288","spacebookworm_","hi hi","2021-04-20 22:31:00"
"289","lellehhhh","HOW R U","2021-04-20 22:31:00"
"290","silentreadergil","5upLUL 5upLUL 5upLUL 5upLUL 5upLUL 5upLUL","2021-04-20 22:31:00"
"291","shinrin_w","YAY WERE BACK LOL","2021-04-20 22:31:00"
"292","sesool","how was the food in vegas?","2021-04-20 22:31:00"
"293","mvaleria_29","fine! and you?","2021-04-20 22:31:01"
"294","mrsgloopyi","GOOD GOOD","2021-04-20 22:31:01"
"295","mklamkla","why does it say 0 viewers lul","2021-04-20 22:31:01"
"296","chryzian_2416","UwU","2021-04-20 22:31:01"
"297","dibivachette","did YOU die ??","2021-04-20 22:31:01"
"298","dupersuper1308","5upL 5upL 5upL","2021-04-20 22:31:01"
"299","bubblesinaboat","lmao","2021-04-20 22:31:01"
"300","fossabot","5upL 5upL 5upL 5upL","2021-04-20 22:31:01"
"301","omnom2000","why are you always so scuffed LUL","2021-04-20 22:31:01"
"302","juiia_404","GOODNIGHT SWEET PRINCE","2021-04-20 22:31:01"
"303","annthesosnazzian","LMAO","2021-04-20 22:31:01"
"304","vermilionsloth","laptop took a nap","2021-04-20 22:31:02"
"305","ludanielle_","PepeLaugh","2021-04-20 22:31:02"
"306","hanlbak","Yay we back","2021-04-20 22:31:02"
"307","markcohenproductions","computer is tired","2021-04-20 22:31:02"
"308","troyp043","5upL 5upL 5upL 5upL 5upL 5upL 5upL","2021-04-20 22:31:03"
"309","sprythekid17","IM GOOD","2021-04-20 22:31:03"
"310","astraltqles","LOL","2021-04-20 22:31:03"
"311","starryfel","how u doin 5uppp","2021-04-20 22:31:03"
"312","aphel__","5upL 5upL 5upL 5upL 5upL 5upL 5upL 5upL 5upL 5upL 5upL 5upL 5upL 5upL 5upL 5upL 5upL 5upL 5upL 5upL 5upL 5upL 5upL 5upL 5upL","2021-04-20 22:31:03"
"313","katieb1622","yep","2021-04-20 22:31:03"
"314","woahitsgerbrich","lmao","2021-04-20 22:31:03"
"315","miniguz1","CHAT IS JUST OUT OF POCKET TODAY","2021-04-20 22:31:03"
"316","lilycat8642","heyloo","2021-04-20 22:31:03"
"317","hecatewillow","time to change the sleepy settings","2021-04-20 22:31:04"
"318","beetobal","hullo","2021-04-20 22:31:04"
"319","cookiepatch","not scuffed YEP","2021-04-20 22:31:04"
"320","milaaa79","BAD IM BAD","2021-04-20 22:31:04"
"321","sophietroberts","long time no see","2021-04-20 22:31:04"
"322","potatovxm","hi again 5up :DDD","2021-04-20 22:31:04"
"323","autumnwindsstreams","WB","2021-04-20 22:31:04"
"324","jade_t01","LMAO","2021-04-20 22:31:04"
"325","ftbutter","NODDERS 5upL","2021-04-20 22:31:04"
"326","xephxdev","WE BACKKK","2021-04-20 22:31:05"
"327","qilaachu","WELCOME BACK","2021-04-20 22:31:05"
"328","listenermustard","I can't hear anything","2021-04-20 22:31:05"
"329","mimidances18","it fell asleeep","2021-04-20 22:31:05"
"330","1a23was5taken","Hi CHat BLANKIES","2021-04-20 22:31:05"
"331","bendipoli","we good how you doing mister?","2021-04-20 22:31:05"
"332","drillaaa_","Good","2021-04-20 22:31:05"
"333","silbeelive","YESSSSSS","2021-04-20 22:31:06"
"334","caraverra","Hi 5up 5upLurk2","2021-04-20 22:31:06"
"335","habxo","LMFAOAOOA","2021-04-20 22:31:06"
"336","ludanielle_","NODDERS","2021-04-20 22:31:06"
"337","janieshh","okay","2021-04-20 22:31:06"
"338","disaier_714","Ello","2021-04-20 22:31:06"
"339","livinglikenal","we chillin!!","2021-04-20 22:31:06"
"340","taytayabby","lmao the stream is lagging SO BAD","2021-04-20 22:31:06"
"341","otheraccontwitch",":]","2021-04-20 22:31:06"
"342","jennkathi","how are you 5up? <3","2021-04-20 22:31:07"
"343","mariahh0805","Good and you","2021-04-20 22:31:07"
"344","neverendinpiethrowinrobot","SHORT","2021-04-20 22:31:07"
"345","georgiaggp","take back what you said about us","2021-04-20 22:31:07"
"346","kateyshd","Hii","2021-04-20 22:31:07"
"347","milaaa79","IM DOING BAD","2021-04-20 22:31:07"
"348","blaisebelmont","you need a new laptop lmao","2021-04-20 22:31:07"
"349","eonadlai","oh... that happens","2021-04-20 22:31:07"
"350","mjrr101","haven't seen u in ages","2021-04-20 22:31:07"
"351","leticiacaju","5upL 5upL 5upL 5upL 5upL 5upL","2021-04-20 22:31:07"
"352","mackycheesee","helloooooo!","2021-04-20 22:31:07"
"353","ph0en1x47","Heyyyyy","2021-04-20 22:31:07"
"354","vivyacious","We missed you","2021-04-20 22:31:08"
"355","joy_wastaken","no mic stream?","2021-04-20 22:31:08"
"356","jade_t01","How!","2021-04-20 22:31:08"
"357","kimonkkia","return of the tiny pink man","2021-04-20 22:31:08"
"358","miiiquelaa","hi again","2021-04-20 22:31:08"
"359","25ester28","well happens","2021-04-20 22:31:08"
"360","viyckyie","5upSip","2021-04-20 22:31:08"
"361","loaded_venom","@5uppp Feeling stressed without among us lobbies","2021-04-20 22:31:09"
"362","renahiro","s l e e p y LAPTOP","2021-04-20 22:31:09"
"363","eeerie_","welcome back","2021-04-20 22:31:09"
"364","beapascacio","5upPog 5upL 5upPog 5upL","2021-04-20 22:31:09"
"365","mimidances18","it got bored","2021-04-20 22:31:09"
"366","assistegg","thats even funnier...","2021-04-20 22:31:09"
"367","alyssaamac","rage quit bc we called you short","2021-04-20 22:31:09"
"368","daggy2662","Your computer s sleepy","2021-04-20 22:31:09"
"369","ahahhahhhhh","bad","2021-04-20 22:31:09"
"370","itschloesunshine","hahaha all good ????","2021-04-20 22:31:10"
"371","nin_jazzz","Welcome back!!","2021-04-20 22:31:10"
"372","butt3redt0ast","How’s everyone then","2021-04-20 22:31:10"
"373","scphieee","alrightt","2021-04-20 22:31:10"
"374","wendaaashi21","Hi 5up","2021-04-20 22:31:10"
"375","dracopalypse","MISSED U 5upGun","2021-04-20 22:31:10"
"376","neverendinpiethrowinrobot","SHORTTTT","2021-04-20 22:31:10"
"377","kyrasue_","L","2021-04-20 22:31:10"
"378","dija4","Good","2021-04-20 22:31:10"
"379","janiboop","5upL 5upL 5upL","2021-04-20 22:31:10"
"380","kristaldiamonds","great how are you?","2021-04-20 22:31:11"
"381","ellaaxen","how are YOU","2021-04-20 22:31:11"
"382","zzlives","5upL 5upL","2021-04-20 22:31:11"
"383","jxlv_","OH","2021-04-20 22:31:11"
"384","huuuhhhhhhhh","PRETEND IT DIDNT HAPPEN","2021-04-20 22:31:11"
"385","hauntingaria715","aww","2021-04-20 22:31:11"
"386","mali0108","no audio?","2021-04-20 22:31:11"
"387","isabelvr","we backk","2021-04-20 22:31:11"
"388","fairfitz_","5upL 5upL","2021-04-20 22:31:11"
"389","sabllamas","5UP YOUR STREAMING OMG","2021-04-20 22:31:12"
"390","markcohenproductions","5upL 5upL 5upL 5upL","2021-04-20 22:31:12"
"391","jiacheecai123","BACK :D","2021-04-20 22:31:12"
"392","rat7374","F","2021-04-20 22:31:12"
"393","milaikes","the audio reminds me of the old mic 5up used to have","2021-04-20 22:31:12"
"394","scphieee","sounds good","2021-04-20 22:31:12"
"395","ichoran","NODDERS","2021-04-20 22:31:13"
"396","freaklikebecky","how was meeting Steve?","2021-04-20 22:31:13"
"397","gamoria","Headache","2021-04-20 22:31:13"
"398","sevlyon","This is so scuffed lmao","2021-04-20 22:31:13"
"399","saintfuki","hii","2021-04-20 22:31:13"
"400","piyuem","IS IT JUST SILENCE RN","2021-04-20 22:31:13"
"401","misslemonchaos","I left it open and then sudden sound again","2021-04-20 22:31:14"
"402","innocencefordays","awww","2021-04-20 22:31:14"
"403","mattryan776","Hi @moonpowpow how are you?","2021-04-20 22:31:14"
"404","milaaa79","BLANKIES BLANKIES BLANKIES BLANKIES BLANKIES BLANKIES","2021-04-20 22:31:14"
"405","wendaaashi21","How are you?","2021-04-20 22:31:14"
"406","neverendinpiethrowinrobot","S H O R T","2021-04-20 22:31:14"
"407","irascassqc","Do you watch the chess candidates tournament?","2021-04-20 22:31:14"
"408","xgunny","@5uppp new jack box was announced ????","2021-04-20 22:31:14"
"409","ravvv1412","ooo","2021-04-20 22:31:14"
"410","lucyzhuo_","AHAAH HI 5UP","2021-04-20 22:31:14"
"411","justinnetime","OOOHHH","2021-04-20 22:31:14"
"412","mayacrxo","he is NOT 4 feet I AM AND HE LOOKS WAY BIGGER","2021-04-20 22:31:14"
"413","sylviaarbie","Turn that option off LUL","2021-04-20 22:31:14"
"414","tory1277","you showed your face 5up https://clips.twitch.tv/ColorfulLazySalmonPJSalt--4afhI37DUh7k-GB","2021-04-20 22:31:15"
"415","skylerr_sanchez","are you still at hafu's","2021-04-20 22:31:15"
"416","bhavikapanjwani","tell us about vegassss","2021-04-20 22:31:15"
"417","carabarks",":c","2021-04-20 22:31:15"
"418","spelia2","so scuffed","2021-04-20 22:31:15"
"419","bi_saster","oke","2021-04-20 22:31:15"
